BALANCE;PURCHASES;CREDIT_LIMIT
119.368715;339.11;6500
255.851136;311.8;2500
499.751638;468.6;1200
7196.553011;0;9000
4619.500393;1870.8;5000
77.653879;473.62;1800
1906.550855;1244.37;1800
0.704307;963.9;3000
71.558308;650;2500
103.622401;351.5;3000
3.76029;45;3000
847.349752;295.83;1000
711.922203;197.21;1500
11.64104;167.22;4000
770.636646;0;1500
300.11949;2811.86;800
16.840922;30.57;4000
43.633541;385.76;5000
190.056883;501.88;2000
1806.845374;0;6000
1151.703776;541.75;1800
251.273637;1861.74;3000
599.116168;947.07;3000
6342.561972;0;10500
230.337567;2219.39;2000
126.945696;1086.26;4500
1456.530313;210.09;2000
553.534453;1682.36;1900
128.982891;237;5000
931.827906;0;3500
1091.74471;729.47;1500
694.409019;80;5000
2007.955223;2542.75;7000
34.600595;359.5;5000
315.125494;1890.09;4000
9321.555794;334.9;10000
1458.115876;1050.6;1500
15.491884;84;5000
1179.395773;0;1500
1593.467543;0;2000
58.557694;319.34;1200
1174.657795;1158.02;2000
6.96194;80.43;1000
162.046468;1768.05;5000
1108.316745;480.7;2500
1343.938904;0;1500
1098.52228;285.24;1200
23.436171;329.86;5000
5899.427294;0;9000
25.25977;366.66;500
10.801231;70;1200
72.575706;0;1000
1259.179009;99.77;1500
133.724675;1499.94;5000
592.466798;5629.41;6000
4338.877278;0;6000
1337.107101;466.67;1500
32.381593;445.7;2500
340.014453;2619.2;4000
14.04272;47.79;1200
2972.091316;370.4;8500
1607.551793;0;2500
988.405365;637.97;1000
1154.241515;102;1200
2230.477487;0;2500
826.688625;19.88;900
650.667796;1059.26;1200
1.310749;29.9;6000
56.726412;268.68;3500
676.588508;0;2000
92.119709;499.98;1500
368.687038;0;2000
1592.221829;616.95;2000
9.153671;126.6;2900
1296.646998;0;1500
0;0;2000
1256.460026;1313;1200
68.448626;51.7;2500
82.784219;431.28;3000
1362.522626;62.25;1500
3520.616355;1675.91;10000
1728.280785;0;2500
1413.236934;574.95;1500
4.334047;73.17;2900
6.955591;630.42;4000
93.977513;389.44;2500
3457.722387;229;8000
31.475251;479.96;2500
1676.457032;0;1800
8.76802;0;1200
2135.744209;1342.31;8000
51.46642;0;1000
1579.871382;3248.83;6500
37.022109;247.92;4000
344.023581;1551.27;6500
3029.388362;71.99;7500
212.620261;172.61;7000
1460.077343;79.8;2500
837.631184;0;1000
347.251558;210.8;2500
720.995394;547.46;900
42.852743;381.2;2500
5429.735607;1000;6000
1807.764778;1666.2;1500
776.585568;773.36;3000
1026.220651;0;1500
2702.523396;229.25;7500
2629.276828;0;3500
311.987575;684.24;1000
3270.441222;848;4500
832.774626;416.76;1000
1157.005745;0;1200
350.819852;0;1200
3558.14254;4689.03;5000
942.555708;150;1200
51.469651;1169;1900
20.42609;114;4000
4.045339;35;7500
114.764518;1067.5;4000
0.737154;427.5;1500
98.935446;1002;1500
2292.167319;468.36;6000
242.450349;223.6;4500
1575.327024;0;3500
990.45604;0;1000
574.416538;376.2;1500
2545.706139;2443.2;6000
234.36305;668.27;4000
14.002192;76;5000
1062.485488;0;6500
379.74055;1348.41;1300
1060.345397;0;1200
875.738933;595.86;1000
37.307085;363.38;1200
750.150798;1235.39;2000
65.45872;570.96;1000
239.946118;0;6000
100.123394;320;1000
526.858793;0;2500
209.506832;0;700
3767.229899;0;5500
1682.892726;2996.92;5000
799.255519;0;1400
673.982097;110;1000
22.366132;502.54;450
27.539766;578;5000
1854.659145;151.69;2000
803.68596;1690.93;1200
795.497557;0;50
89.22671;930;1000
37.683028;356.27;6500
26.800912;163.2;3000
561.157673;0;1500
670.120718;0;1200
1032.398861;924.34;1200
488.623392;0;700
2073.611538;0;8500
621.901025;573.36;1100
69.920933;680;3500
293.979281;45.65;1800
1608.490095;91;3000
3099.551098;69.8;7000
2534.994214;569.2;5000
649.566721;245.77;3000
75.9863;986;1000
452.907592;0;2500
2616.764771;72.9;5000
1618.393031;833.36;1500
67.593395;619.59;4000
0;393.29;1000
1725.664332;383.45;1800
185.924664;617.98;1200
0.41367;1187.42;6000
187.516986;0;4500
47.336863;464.95;1000
4481.413948;1385.56;4500
14.371243;294.28;2500
48.578408;673.1;6000
27.533451;187.5;2000
18.527285;274.92;1000
528.023703;770.05;1500
51.65143;398.98;2500
2.484819;41.2;2000
4761.19131;4085.81;7500
50.848135;643.6;1400
440.341344;1019.33;5000
6.104302;134.97;4000
177.602057;2863.31;1500
10.805893;76.51;2500
2493.589343;4655.55;6500
2620.873322;450;3000
916.627912;155.96;1200
3300.735817;0;4000
29.60298;144.94;5000
1088.505102;84.99;2000
1893.423054;650.04;2000
72.025683;891.28;10000
2684.333591;1958.59;4000
46.795701;1.4;4500
45.66329;77;300
766.810346;0;4000
1399.595729;1004.98;1800
89.567592;990.73;4000
255.4001;630.03;3000
1004.262002;150;1000
912.87668;4337.19;2500
43.561434;391.32;1000
920.095743;0;4500
4931.589653;0;5000
186.25802;0;4000
374.631961;2961.46;1600
84.366783;776.92;3000
1088.056301;0;1200
82.227363;1108.36;3000
49.401973;373.34;5000
49.269195;213.75;2500
1379.68959;1632.88;6500
2656.634533;450.45;3000
222.957451;0;1500
74.195316;796.56;2500
314.495423;1503.26;4000
1274.544399;0;2500
63.738066;961.86;5000
1779.796624;50.37;2000
2705.026656;0;6500
119.237712;342.74;2000
73.635031;1063.65;7000
1281.911087;3173.5;1000
275.8837;424.44;2500
1458.219714;701.52;1500
1522.680962;0;6500
1118.057185;0;1200
1369.512062;589.94;5000
28.320092;332.5;3000
16.11487;313.25;3000
91.029575;1055.7;5000
2.299436;1337.18;4500
3120.738718;0;4800
1806.731926;229;5000
1004.526608;0;1200
45.746204;170;1200
99.700878;912.98;1200
1378.988523;45;1500
2980.054695;26784.62;30000
0.064811;111.84;1500
341.58222;1691.22;3000
1300.20423;96.69;1500
5890.807655;901.6;10750
55.28905;610.47;2000
0;278;1000
2508.071641;217.5;3000
189.463475;0;500
166.514439;503.92;2500
1752.637427;0;3000
1978.729646;0;6500
120.94715;1242.55;2000
191.314058;860.95;800
1512.574159;622.03;1800
71.837385;0;1500
1212.237847;400;1200
2099.38356;556.52;3000
3105.528894;0;4500
780.382656;0;1500
7.297351;0;2500
46.89543;682.64;2000
1717.662673;209.62;3000
274.604824;341.37;2500
332.678531;0;2500
276.213858;449.86;1000
125.039376;1118.91;1800
4204.42117;74.99;4500
900.229315;250.72;6500
0;0;500
1106.815562;0;1200
2793.274214;46.65;3000
366.111566;3482.9;7500
91.597667;947.97;5000
1085.316705;0;2500
870.882167;1976.5;1500
0;207;2500
11.441738;93.6;1900
23.583209;199.32;1500
969.139152;269.34;2000
1714.895872;1259.93;2500
16.629043;286.56;1500
126.467835;319.34;2700
23.111629;237.66;3000
1155.787246;142;1200
679.508597;380.1;2500
2583.654027;667.39;6000
1.59198;166.63;6000
208.127012;1659.13;5000
164.51282;0;1200
38.251194;368.84;3000
5.310611;234;1500
265.920698;3148.36;4000
904.395249;158;900
2.508768;302.91;3000
15.797437;195;2000
831.835714;750.02;1200
263.581756;1944.26;2700
2.053676;74;6000
2666.147576;0;3000
974.52764;952.02;4000
7.388588;84.05;4000
54.567517;0;3000
1186.616403;0;1500
990.780585;844.45;3000
1486.652099;3670.46;4000
918.22723;0;1200
1380.30715;664.83;2500
44.63179;582.6;3000
825.952638;1024.75;1200
1664.334555;862.95;1900
1470.825974;220.7;3000
887.090835;4349.38;3000
581.583282;124.65;600
23.261586;252;2500
12.333825;182.16;5000
5577.636715;5244.8;12500
241.384531;335;1000
311.54;2783.03;2000
55.176498;283.02;1000
33.146065;218.76;5000
1536.477562;4258.57;5000
15.232505;384;1500
315.588502;0;3000
28.939455;88.89;1500
613.259699;0;700
9024.812044;0;9000
3740.785208;0;10000
152.557222;1410.35;2500
5.993508;0;500
93.427011;772.8;1200
69.79641;1175.88;2000
1432.654644;604.52;1400
22.56964;248.1;1200
172.70596;55;1500
21.966399;109.16;4000
11.250371;141.12;5000
1277.423486;533.73;1500
1232.345324;0;1700
78.379827;865.07;5000
37.021347;133.35;2500
7.099375;81.12;4000
27.625906;234.48;2500
214.436679;1986.7;700
228.025747;2159.68;3000
21.844186;169.56;2500
416.601199;4266.25;4000
9.522029;458;3000
815.229732;2371.92;2000
337.616152;64.12;2000
2388.410501;0;7000
2224.891476;211.05;3000
1162.054399;265.18;1500
42.170547;588;2500
211.1622;0;1000
1653.400854;100;2000
4408.966613;505.79;5000
158.641614;779.35;1200
50.078433;339.69;1200
621.553537;0;2000
7.605458;89.75;4000
231.859622;190;1200
518.923941;264;5000
1098.392083;0;1200
804.006538;0;2500
142.290756;540;4000
162.068326;1290.24;6000
1443.146299;235.4;1800
366.084233;1167.39;2500
910.821412;3726.65;3000
2.930211;285.39;1500
88.577811;356.15;1600
3805.493532;465.6;4500
1466.99222;230.1;1500
676.221211;125;1000
1623.895229;0;1700
269.075434;4572.32;4000
34.40685;133;1500
225.662097;2566.91;5000
402.512336;150;450
0;269.28;1500
1520.501423;1405.22;10500
3015.597547;586.77;3400
2530.378121;55.5;3500
395.93884;991.48;1400
7.097146;78.19;5000
1640.837102;0;1900
2613.063331;0;3000
950.716155;335.62;1000
2283.366217;2734.77;9500
509.685823;457.68;4000
147.571435;0;1200
2847.472954;0;4000
1094.632736;503.41;1000
1258.725885;0;3000
88.173076;659.72;4000
3211.389574;0;6500
303.740542;0;1000
2981.811529;120;6500
493.243274;1180.68;1500
41.414562;440;1000
39.105741;220;3000
1937.273513;658.87;2000
781.279607;1370.19;2500
1322.818587;0;1500
1841.468929;0;2000
2371.89209;447.81;8500
470.353862;105;700
308.542887;680;2500
1175.895992;154.38;4000
1854.03323;1013.5;2000
1256.612223;498.99;3000
1767.719314;0;2000
4995.526188;0;6000
81.088359;554.7;1000
1153.961386;295;1200
6262.211034;1456.07;10500
167.044456;1477.42;2500
916.487817;633.71;4000
5269.761999;0;6500
189.434859;500.09;3000
1457.381936;0;1500
1139.894588;0;1200
231.593057;2123.43;7500
1625.249578;1814.65;3000
3840.50578;0;5500
279.501554;1365.5;5000
674.838072;56.42;800
3215.344017;1149.92;6500
162.267397;907.99;1120
2323.083307;0;6000
10.536718;385.4;2500
443.339878;0;1200
2511.847024;109;8000
1054.417866;0;1200
876.008428;500;1200
150.071799;1800;5000
1179.746682;30;1200
739.847303;329.25;1000
2341.530186;1791.11;5500
290.079966;550.93;4000
1174.352352;0;2500
18.957284;187.25;3000
365.674097;1169.73;1500
364.726077;0;500
743.245283;1610.06;3500
16.967335;2767.85;3000
8.35947;81.78;4000
4530.205197;1750.66;8500
240.439583;481.01;1200
745.774052;0;5000
0;226.07;2500
2347.383015;0;3000
2271.102591;272.93;2500
28.155795;324.17;1500
26.143505;124.03;1000
26.864424;373.77;7000
322.222745;2522.03;9000
1150.867752;108;1000
826.283578;2241.87;2500
564.02688;1007.4;2000
120.307206;653.95;2500
32.71168;350;3000
133.797452;2460;2500
532.467828;3262.5;4500
799.274442;906.81;1000
857.256959;636.84;3000
6681.371469;2968.2;9000
34.775517;0;1500
25.99831;398.57;2500
6256.556896;0;6500
561.003319;11577;5500
919.252125;1002.4;2000
3139.84354;859.03;9000
1106.42635;0;2500
611.327959;518.88;600
1205.024103;1247.43;1000
600.450838;351.88;800
32.928594;337;2500
35.862466;361.49;1500
673.592238;2199.62;3000
1456.624844;53.9;1500
1254.480637;0;1500
5.135703;323.71;1500
706.327578;169.54;2500
3610.883496;0;4500
95.055337;133.45;2500
1242.886266;17.6;4000
9.048773;316.2;2000
169.892916;973.5;2000
1397.560022;0;2000
1185.330971;0;3000
978.771066;905.04;4000
283.691223;45.65;1000
6.24762;108.2;4500
28.612828;208;3000
677.778395;0;1500
724.614301;1534.71;1700
59.797799;309.25;2000
42.653615;93.24;5000
284.43378;212.92;1500
1569.712031;375.92;1700
2130.050015;1044.2;6000
539.072205;240.51;500
31.872458;394;1500
209.026944;1520.76;3500
683.286191;706.08;1500
457.07022;1273;2500
13.440318;0;1500
762.921161;1214.55;1500
69.4432;368.16;2500
26.526741;135.31;1500
52.358663;658.24;4000
1144.128891;1373.27;4000
399.50457;740.11;1200
71.431411;2068.41;2500
42.288669;313.36;2000
528.324583;0;3000
1609.514614;0;1700
442.111046;671.36;3000
1075.032405;0;1200
24.660951;0;500
55.17712;532.64;2500
734.729977;0;1200
2479.815703;5812.17;10500
112.702102;1437.38;2000
3.513242;48.04;1500
2760.89889;0;7500
784.627873;641;1800
4071.993764;0;5000
3616.393429;2459.18;5500
2971.600871;6513.38;5000
677.403883;0;1200
1884.083078;31.66;2000
114.752318;387.12;2500
201.487515;1688.12;4000
299.531528;3473.11;7500
146.616802;0;1200
2421.820915;0;5000
1728.29571;673.8;1700
1035.03102;704.17;3400
14.869439;391.68;1500
842.103869;496.56;1000
1809.917132;266.64;2500
399.156352;2870.76;2500
193.050982;1337.1;10000
1243.68657;221.72;1700
135.418099;777.16;3000
19.587949;299.77;2700
745.368581;153.89;1700
274.305611;419.88;2500
0;443.28;3000
367.033521;567.75;600
475.301123;415.47;7000
1865.271423;412;2000
1618.277656;3031.28;3200
36.57785;561.48;3000
443.558578;26.09;1200
17.905235;159;4000
1514.885982;928.06;4500
63.292505;545.38;4000
4135.663046;0;4500
129.881716;672;1500
228.107524;510.32;5000
277.308988;1588.34;2500
20.920544;392.96;4000
1462.74666;2400.37;1700
328.436912;2738.82;1000
11.772828;101;1200
6105.102208;248.73;9000
1223.783946;135.24;1200
659.121167;458.5;1500
4228.417754;11994.71;13450
384.803407;549;1000
141.656741;1109.83;1200
18.120946;57;1500
1150.04204;1283.45;3500
158.512412;713.64;3000
4925.078801;194.6;9000
61.653547;1194.22;3777,777778
1669.488962;0;1800
23.587067;837.48;3500
61.253237;377.86;2700
622.55987;343.46;1500
677.077167;119.19;700
2.910578;56.94;3000
807.555134;242.06;1000
1099.649455;0;1200
2369.073061;0;3500
1.941328;15.3;5000
2365.48995;0;2500
1128.878514;129.86;4200
806.446131;0;3000
25.921726;268.92;1500
531.075085;485.73;2500
1578.053342;177.21;1400
1371.187284;208.76;1500
484.108869;0;1000
48.573636;258.36;1500
709.475496;0;1000
1768.456809;449.73;3000
475.229863;126.03;1200
75.244732;623.3;4500
18.627266;309.26;1500
980.922091;0;1200
104.311214;1270.59;2000
2383.427985;95.08;2500
198.951791;0;2500
145.47022;95;1500
43.087983;133;3000
1273.498021;449.28;1200
33.880019;3421.12;3500
21.881528;89.04;2500
1223.630962;2065.5;1500
1441.993476;0;3000
1070.631288;651.91;1200
594.268871;1036.76;2500
25.715061;449.32;5000
1439.410201;184.7;1500
543.815182;0;3000
36.979201;0;2500
9220.534572;1420.31;12500
6631.790101;74.17;9000
39.251217;1066.62;3500
2.02217;0;1200
38.068219;799.92;2500
578.795795;994.12;2500
1325.679991;1084.87;3000
743.52828;158.95;800
0;180.66;2700
41.789262;821.51;4000
987.110602;0;1200
11.981427;187.55;1000
11.316443;112.23;3000
0;300;4000
523.127544;786.94;1000
650.485202;555.2;1000
2320.107011;2118.42;5000
106.45347;2014.84;3000
281.112517;0;1000
324.055174;2075.13;1500
617.999607;387.7;1200
2076.211673;1057;2500
63.078242;114;3000
0.14446;0;7000
1012.841277;0;1500
6.526735;53.09;1000
83.258534;41.4;2700
852.530387;45.65;1200
304.249156;3127.98;6000
16.004225;159.44;2700
1087.784698;0;1500
3255.151368;1771.6;9000
69.336196;211.87;1400
1433.404387;0;2000
3278.506664;472.51;7000
68.624743;423.23;1000
1562.60448;880.22;2500
412.592491;0;2500
428.598828;208;1200
2071.951442;2090.21;2500
973.560975;0;1700
624.633263;0;1000
965.88461;1;1200
82.568778;471.64;1200
383.370294;326.74;600
793.855972;1478.93;1200
51.199057;1319.04;3500
1488.628126;0;3000
92.596405;720.11;1700
382.63138;0;1200
402.814647;960.09;500
1271.172501;0;4000
124.743322;1007.45;2500
1060.039731;340;2500
90.084324;1098.82;3000
85.851188;0;600
2115.602918;320;3000
193.213122;2281.57;3000
82.98006;906.78;3000
991.773081;2020;3400
5482.204366;0;9000
1016.496072;64.82;1200
205.127197;1222.98;3000
1450.599152;2763.84;2000
1405.988009;1839;1800
424.968492;272.28;1700
74.4309;45.65;2500
24.818476;390.05;1000
1109.876538;0;1200
679.421923;298.49;1000
270.135147;958.93;1900
256.02662;2098.56;3000
794.661653;329.96;2000
1644.123638;0;2500
28.80071;173.02;1000
976.390024;785.4;3500
1005.660131;710.03;1500
700.723718;425.18;3000
8.27913;670;2500
1373.700066;267.75;1500
215.475718;670.65;3000
108.857699;3224.34;1500
7.215615;54.45;2000
1736.930299;616;1900
242.53001;3520;650
1372.083399;800;1200
6388.820712;5154.75;9500
254.94701;2870.83;7500
15.813502;120.88;5000
77.383767;2321.87;1900
849.030358;345;1200
525.17417;91.23;4000
510.953138;172.41;1200
486.17036;0;1500
2291.684027;4983.93;6500
145.722404;529.7;800
286.814503;2016.14;1200
22.455964;185.25;1000
1108.987965;0;1500
109.473217;1251.26;2700
233.092662;2613.65;6000
2112.63873;0;3500
1.097736;343.82;4000
874.905296;484.04;1000
844.022439;0;2500
87.034432;697.57;3200
377.56851;542.51;1000
2929.582949;0;3000
1101.792789;1591.37;3000
623.583624;1344.85;2200
5.109352;0;1000
2696.052766;0;3000
1592.102979;45.65;5000
14.453345;38.65;1000
1062.024069;0;1200
1033.485033;137.57;1000
803.052704;19.75;2000
1551.908555;416.64;2500
936.370785;158.45;1700
1420.156349;0;1500
14.143579;175.98;1500
68.10541;0;500
3025.373271;202.72;4500
2513.983606;0;6000
542.979227;1134.96;1000
144.436235;0;1000
2017.391656;12024.37;8000
39.469095;418.97;3000
2579.907754;125.51;3000
34.703482;247.02;2500
29.466141;149;1000
2764.810135;390.52;3000
27.931382;169.4;1500
2063.9223;0;4000
1615.724155;673.74;2000
348.321822;0;500
992.724168;527.88;2000
5.170635;367.95;1000
1361.815512;1309.72;1700
1186.276559;391.67;1200
2966.412112;1473.26;3500
1910.793773;2754.09;5000
1175.065336;2707.46;1700
378.320894;315.02;1500
1492.443188;1777.27;5000
434.393219;343.5;1700
11.673388;76;4000
1.063114;20.74;1500
12.169653;187.32;2000
738.067431;752.97;2500
77.285458;495;1500
1434.836893;413.16;3500
1247.905033;553.67;1200
88.35088;697.91;5000
252.174753;411.01;1000
1516.44717;0;6000
3374.66122;0;4000
1865.008929;0;2500
2413.719637;0;2500
411.27629;1524.65;900
97.281118;3091.75;3000
568.222966;140.03;1200
2773.411911;418.68;3000
294.720216;1880;1000
1619.001848;0;5000
197.159684;0;1000
954.617658;0;2000
44.935526;401.06;1000
28.497217;258.91;5000
7114.235621;1072.24;10000
1007.440908;430.54;4000
2471.904646;1590.58;6500
733.100601;0;1500
1159.619047;0;1200
1818.933435;0;2000
90.582466;809.79;2700
1819.444477;0;2500
28.832982;266.58;1500
7.833571;92.24;1500
433.075331;750;1500
45.82108;632;4000
2724.169852;49;3000
83.030075;2298.89;1000
1008.494418;639.7;1000
1688.247199;1937.64;2500
608.300379;0;1700
211.865308;2505.3;3800
454.181676;1361.65;4000
2646.022772;1541.13;4000
332.697638;1080;2000
489.488586;215;700
312.197634;0;8000
205.421413;1174.98;1000
3300.406797;459;5000
5471.186593;0;9000
685.063917;0;700
467.439275;0;800
722.404832;0;1500
16.976117;424.99;5000
275.240429;0;700
666.247487;511.34;700
20.594739;320.64;4000
300.012533;3286.41;1400
45.905486;398.4;4000
3377.632916;0;5000
25.407311;504.96;3000
504.127471;0;1200
2270.623981;1200;3000
2230.689402;0;2500
30.217276;332.5;3000
2741.024256;0;3000
124.58001;1302.02;3000
1.695294;9.87;5000
349.788099;400.6;450
16.388956;68.88;3000
1551.842759;0;1800
0.407093;49;3000
68.045739;501.85;1200
7081.171387;0;9000
211.35235;267.34;4000
1.533981;141.56;4000
827.00042;0;1000
3495.735827;0;5000
1571.218695;375.24;1700
180.238427;2749.92;500
21.87058;405;4000
20.599719;423.62;2500
1979.782537;1687.62;3200
208.581872;2608.02;3500
2041.527181;94.16;2500
786.158276;679.24;1000
3.019634;45.6;1600
31.552814;1428.02;1500
37.550351;633.24;4000
717.764625;3358.25;4000
95.08385;817.66;2500
2.911999;347.55;5000
0.570113;29;2500
143.50998;549.17;1500
1587.706693;450;1800
2246.21264;0;4500
3395.090243;0;9000
16.834929;15;7500
1205.235951;413.23;1200
1354.623473;495.43;2000
1923.696463;527.6;5000
0;30.98;4000
1610.489628;0;2000
448.426181;0;1400
2455.423773;2695.07;3000
1237.897608;403.38;1500
1.344661;785.9;3000
1592.017292;372.09;4000
264.103675;3568.21;1500
1096.517209;0;2000
1099.221912;155.8;1200
1775.884148;0;2500
6482.798242;0;7500
3015.25965;0;6000
2722.532415;0;3000
33.585586;298.2;4000
4486.637152;1712.75;9500
162.580388;1403.42;2500
50.926002;165.97;1500
16.727286;174.46;1500
706.182752;3304.27;4000
2272.494247;614.37;2500
23.981951;1934.16;2500
987.102704;66.5;2500
267.908144;30;300
25.474414;240;2000
130.678469;1480.76;1000
465.86405;0;1000
56.748977;470.38;4500
8.415931;136.36;1000
64.937308;442.03;1200
821.011673;399.99;2500
50.004286;341.14;3000
898.429424;495.7;1200
3179.056936;4407.78;9000
1322.64748;799.92;1000
12.472571;87.67;2000
1364.897308;0;1500
2572.293007;0;3000
416.729679;1243.04;3500
508.164075;57;600
6.525943;290.5;2000
376.997522;0;1000
134.299115;1059.18;4000
3.483716;98.81;3000
1579.595049;35;1800
1520.956418;450.67;1500
664.911581;0;1800
483.422715;1196.35;5000
179.825945;1212.66;2500
314.417629;300;1200
427.642111;0;1200
1120.08097;0;2500
772.338967;198.39;1000
864.410501;0;2500
65.915182;840;1000
518.894713;0;1200
1006.592714;1341.62;1200
89.513525;1452.41;3000
448.808529;0;4000
1845.623354;480.9;3000
4.326857;100.12;4000
124.292939;155;2500
18.180646;220.06;1000
1623.723148;1283.16;1700
1502.000147;0;1500
106.894095;62.73;5000
865.161494;857.8;1200
1.199105;20;500
342.76107;20;500
153.027262;1455.78;1500
1295.87959;184.27;2000
360.671491;3956.64;4500
2.571837;99;2500
2202.376446;0;6000
82.470475;282.75;1000
1109.84819;261.56;1200
116.343256;38;1500
482.671967;0;500
3332.460521;1061.66;4500
13.353513;717.95;5500
1648.217916;250;3000
61.763018;35.3;1500
722.855351;0;2500
1836.565272;0;2500
4.115287;60;2500
36.898142;942.34;1500
1366.778251;5065.83;1700
771.773362;750;4000
2134.176153;4253.64;7000
9.113909;106.56;3000
845.815387;37.5;1000
10856.48301;45.65;14500
352.58799;281.81;1600
438.4161;673.68;1000
1348.085189;0;3500
219.885039;1857.17;1800
22.35378;284.5;1000
25.201833;609.01;3000
4617.891585;1973;4500
1757.439933;0;2500
1064.473728;0;1200
1420.656377;0;2500
862.413024;108;1000
1061.570865;0;2500
2.422926;64;4000
0;147;2500
1746.714825;0;1800
52.278293;346.46;4000
4.448015;71.81;3000
858.880154;65;3000
1034.332765;0;1000
68.156278;785.76;2000
3919.394766;467.06;8000
2339.4425;2941.53;3000
0;228.59;4000
91.478145;209.4;2000
58.603273;2080.51;2500
38.475299;61.8;1000
477.903003;566.12;1500
1291.394861;778.12;1200
54.713751;578.6;2500
223.281483;4151.48;3000
1641.801417;1192.18;2000
107.271213;726.42;1000
99.040178;1100;1000
972.604156;0;1200
357.593551;68;1500
15.922218;300;2000
53.090328;546.7;2500
827.66215;965;2000
615.726189;1317.34;2500
94.277559;2290;4500
1219.044349;0;2500
16.707289;69.23;1500
1361.203619;952.09;1500
2194.238291;545.83;8000
445.146763;2118.54;1000
32.726042;303.51;1200
2896.14848;321.81;3500
1630.431093;43.89;6000
1847.085007;1573.35;6000
779.577168;0;6000
76.631162;406.78;7500
532.738123;5403.84;7500
1060.630483;330;1000
840.144184;2790.72;1000
377.723728;4587.21;4500
84.442485;1515.73;2000
1145.052414;115.95;1500
1109.606747;1625.95;3000
8.68618;55.72;1500
463.59969;811.11;500
100.418706;1021.13;2000
1095.984736;374.53;1200
342.742855;3673.32;4500
645.406005;0;1000
123.456942;1378.92;2500
1492.606493;0;2500
0;110.4;1000
230.565492;2092.44;2000
144.555083;1352.1;2500
0;1027.92;2500
968.188634;69.44;1000
464.578589;0;500
1659.190866;770.9;2500
2936.43825;2177.32;5000
2743.766025;150;3500
2900.907214;1189.36;6500
785.704401;1059.82;3600
884.175745;266.56;1200
618.966003;4709.14;4500
6.682815;202.15;4000
665.623904;581.43;2500
130.890211;131.26;3000
2030.838228;3165.54;6000
411.362969;10.79;1200
1091.973832;0;1200
77.32592;664.51;2500
1131.503917;120;1200
1723.887407;2598.91;2500
19.01482;604.26;4000
1337.287314;1662.41;1500
26.531265;373.39;3000
955.588927;0;1000
903.04158;350;1000
218.004416;0;500
328.943655;0;1500
607.880635;0;1200
589.8109;0;2000
107.48717;0;1500
4749.435135;0;9000
14.097101;140.4;2500
11.332157;136.08;1200
13.648487;146.46;4000
1086.853086;178;1200
109.794839;259.28;2500
183.28584;23.75;500
5262.745812;0;6500
2925.584749;1066.56;3000
1075.827234;342.65;1200
182.514528;157.67;1000
1354.155365;50;3000
666.010085;504.87;1000
0;420.6;2000
2912.281553;1228.07;5400
17.832004;148;10500
1381.080028;360;1000
1009.483517;278.55;1000
465.003141;500;1000
1735.597569;1591.11;2700
202.681879;312.5;500
1544.621765;1534.12;2000
733.760958;371.76;3000
88.570138;535.83;2700
271.05166;86;1000
1113.396708;2701.58;1500
144.621301;1584.49;2000
191.333253;637.19;2500
1334.012141;0;1500
25.192974;764.64;4000
0.19009;267;4000
1731.623546;0;2500
77.321718;278.44;2500
134.961317;1432.66;2000
1017.982199;0;1200
981.10306;240;1000
802.87844;3228.26;3000
1712.340703;1711.36;3500
3178.011925;0;5000
670.177406;4562.69;9000
257.564141;2971.83;6000
2091.582046;179.23;6000
80.545433;374.37;1500
8.404256;0;2500
212.862735;262.24;1000
3.164023;51.73;4000
405.194627;0;1500
69.190177;431.52;2700
530.574252;5221.42;3000
56.215217;402.13;1000
4444.817182;237.5;5500
1075.185409;398.53;1000
20.639295;464.64;3000
29.129725;248.76;3200
205.123089;197.42;1500
939.989584;0;1000
0;10.89;4000
862.276499;174.84;1000
184.212569;1292.76;7500
1381.084668;162.56;3000
216.64893;4606.71;2000
3322.674158;0;7000
33.384649;109.32;1200
188.132508;515.88;2700
0.533581;109.62;4000
84.830501;702.32;5000
94.116597;1041.5;2500
490.16004;3530.93;4000
1020.535366;205.54;1200
1137.469948;1865.56;1200
0;136.8;2700
42.375573;150.56;4000
30.044075;420;1500
1333.252963;0;4000
973.039129;964.2;1200
41.550285;421.6;1000
23.407282;240.47;2500
413.936244;187.5;1000
613.893503;2078.56;1800
1369.504264;1603.8;1300
49.682373;412.32;4000
60.37904;712;7500
468.256151;55;500
12.642164;175.56;1000
35.074422;72.4;1500
1410.226871;1680.91;4000
17.838173;164.7;3000
81.364936;710.16;1000
888.101401;100;1000
3.744789;78.33;1000
401.822565;518.23;1700
14.017311;327.8;1500
54.58197;247.66;1700
15.523256;0;500
1950.482518;0;2500
1747.492429;0;3000
40.762516;376;10000
1039.267052;0;3500
0;247.44;1500
13318.65912;3504.74;17500
5658.938986;111.54;6500
341.901741;152.84;1200
85.095626;1553.04;2000
933.05808;0;1000
9.252573;0;1200
100.403989;790;1000
77.866345;1403.34;4000
991.097892;180;1000
6.692421;333.42;4000
22.161656;1240.58;1500
15.281665;124.25;4000
30.88047;316.6;1000
151.467852;1554.52;1000
14.471941;120;3000
17.734657;209.28;2700
1.931162;152.72;2500
922.615452;45.65;1700
822.579064;1188.24;1000
233.755366;521.23;1000
1216.704733;0;3000
15.587005;156;2000
691.466157;549.96;1000
1200.937942;0;2000
36.85818;583.38;2500
3542.074874;884.98;5000
38.864992;331.94;1500
